産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,N,"120,025 ","1,129 ","1,007 ","120,147 ",-,18.5 ,162.1 ,143.8 ,18.3 ,"657,674 ","455,963 ","402,435 ","53,528 ","201,711 "
,,P,"2,776 ",50 ,53 ,"2,773 ",-,16.7 ,116.3 ,111.5 ,4.8 ,"200,625 ","179,165 ","169,615 ","9,550 ","21,460 "
,,,,,,,,,,,,,,,,
5,T,T,"169,461 ","1,512 ","1,462 ","169,511 ","4,954 ",18.6 ,160.7 ,145.2 ,15.5 ,"526,531 ","392,582 ","351,401 ","41,181 ","133,949 "
,M,T,"143,053 ","1,218 ","1,192 ","143,079 ","2,142 ",18.7 ,163.0 ,146.4 ,16.6 ,"551,481 ","410,666 ",,,"140,815 "
,F,T,"26,408 ",294 ,270 ,"26,432 ","2,812 ",18.1 ,147.7 ,138.4 ,9.3 ,"391,416 ","294,652 ",,,"96,764 "
,,N,"164,491 ","1,422 ","1,356 ","164,557 ",-,18.7 ,162.1 ,146.3 ,15.8 ,"536,495 ","398,970 ","356,837 ","42,133 ","137,525 "
,,P,"4,970 ",91 ,106 ,"4,954 ",-,16.3 ,111.7 ,107.7 ,4.0 ,"196,132 ","180,772 ","171,146 ","9,626 ","15,360 "
,,,,,,,,,,,,,,,,
7,T,T,"156,984 ","1,296 ","1,357 ","156,923 ","5,150 ",19.2 ,160.2 ,148.2 ,12.0 ,"465,632 ","367,378 ","341,024 ","26,354 ","98,254 "
,M,T,"130,515 ",947 ,"1,075 ","130,387 ","1,734 ",19.2 ,162.2 ,149.1 ,13.1 ,"485,668 ","383,348 ",,,"102,320 "
,F,T,"26,469 ",349 ,282 ,"26,536 ","3,416 ",19.0 ,150.0 ,143.4 ,6.6 ,"367,015 ","288,775 ",,,"78,240 "
,,N,"151,851 ","1,217 ","1,292 ","151,773 ",-,19.3 ,162.0 ,149.7 ,12.3 ,"475,278 ","374,470 ","347,344 ","27,126 ","100,808 "
,,P,"5,134 ",79 ,65 ,"5,150 ",-,17.4 ,107.2 ,104.3 ,2.9 ,"180,842 ","157,986 ","154,449 ","3,537 ","22,856 "
,,,,,,,,,,,,,,,,
9,T,T,"151,754 ","1,427 ","1,550 ","151,631 ","14,403 ",19.5 ,161.7 ,149.7 ,12.0 ,"381,783 ","322,428 ","302,498 ","19,930 ","59,355 "
,M,T,"121,631 ","1,129 ","1,288 ","121,472 ","6,119 ",19.7 ,167.2 ,153.2 ,14.0 ,"412,612 ","346,716 ",,,"65,896 "
,F,T,"30,124 ",298 ,262 ,"30,160 ","8,283 ",18.7 ,139.3 ,135.6 ,3.7 ,"257,459 ","224,482 ",,,"32,977 "
,,N,"137,411 ","1,186 ","1,372 ","137,229 ",-,19.9 ,168.0 ,155.0 ,13.0 ,"406,875 ","342,173 ","320,428 ","21,745 ","64,702 "
,,P,"14,344 ",242 ,178 ,"14,403 ",-,16.1 ,101.3 ,99.2 ,2.1 ,"142,058 ","133,785 ","131,202 ","2,583 ","8,273 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E27,,,業務用機械器具製造業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,39頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"217,638 ","1,899 ","2,170 ","217,367 ","21,398 ",18.3 ,149.7 ,139.9 ,9.8 ,"450,945 ","345,572 ","321,816 ","23,756 ","105,373 "
,M,T,"146,638 ","1,203 ","1,330 ","146,511 ","4,381 ",18.6 ,155.8 ,144.0 ,11.8 ,"519,400 ","394,886 ",,,"124,514 "
,F,T,"71,001 ",695 ,840 ,"70,856 ","17,017 ",17.8 ,137.4 ,131.6 ,5.8 ,"309,483 ","243,664 ",,,"65,819 "
,,N,"196,090 ","1,630 ","1,771 ","195,969 ",-,18.6 ,154.7 ,144.0 ,10.7 ,"483,194 ","367,670 ","341,655 ","26,015 ","115,524 "
,,P,"21,549 ",269 ,399 ,"21,398 ",-,15.9 ,105.2 ,103.0 ,2.2 ,"156,548 ","143,842 ","140,709 ","3,133 ","12,706 "
,,,,,,,,,,,,,,,,
0,T,T,"186,026 ","1,526 ","1,679 ","185,873 ","14,647 ",18.3 ,151.1 ,140.8 ,10.3 ,"469,741 ","355,557 ","330,003 ","25,554 ","114,184 "
,M,T,"126,491 ","1,026 ","1,136 ","126,381 ","2,644 ",18.5 ,155.6 ,143.6 ,12.0 ,"537,135 ","402,832 ",,,"134,303 "
,F,T,"59,534 ",500 ,544 ,"59,490 ","12,003 ",18.0 ,141.2 ,134.7 ,6.5 ,"326,562 ","255,120 ",,,"71,442 "
,,N,"171,328 ","1,417 ","1,524 ","171,225 ",-,18.5 ,154.2 ,143.3 ,10.9 ,"495,203 ","372,564 ","345,181 ","27,383 ","122,639 "
,,P,"14,698 ",109 ,156 ,"14,647 ",-,16.8 ,114.2 ,111.4 ,2.8 ,"172,521 ","157,030 ","152,819 ","4,211 ","15,491 "
,,,,,,,,,,,,,,,,
1,T,T,"32,361 ",297 ,268 ,"32,390 ",844 ,18.2 ,154.1 ,139.7 ,14.4 ,"617,740 ","437,226 ","397,230 ","39,996 ","180,514 "
,M,T,"25,245 ",231 ,209 ,"25,267 ",247 ,18.3 ,155.9 ,140.6 ,15.3 ,"665,356 ","469,374 ",,,"195,982 "
,F,T,"7,117 ",66 ,59 ,"7,124 ",597 ,17.9 ,147.3 ,136.3 ,11.0 ,"448,845 ","323,196 ",,,"125,649 "
,,N,"31,515 ",292 ,260 ,"31,547 ",-,18.2 ,154.2 ,139.8 ,14.4 ,"627,579 ","443,333 ","402,745 ","40,588 ","184,246 "
,,P,846 ,6 ,8 ,844 ,-,18.0 ,146.5 ,133.8 ,12.7 ,"250,620 ","209,344 ","191,445 ","17,899 ","41,276 "
,,,,,,,,,,,,,,,,
3,T,T,"26,719 ",257 ,282 ,"26,694 ",553 ,18.4 ,155.6 ,143.0 ,12.6 ,"508,081 ","381,476 ","351,945 ","29,531 ","126,605 "
,M,T,"18,488 ",175 ,197 ,"18,466 ",67 ,18.6 ,159.4 ,144.8 ,14.6 ,"567,811 ","425,134 ",,,"142,677 "
,F,T,"8,231 ",81 ,85 ,"8,227 ",485 ,18.0 ,147.1 ,138.9 ,8.2 ,"373,964 ","283,448 ",,,"90,516 "
,,N,"26,165 ",251 ,275 ,"26,140 ",-,18.4 ,156.5 ,143.6 ,12.9 ,"515,241 ","386,221 ","356,115 ","30,106 ","129,020 "
,,P,554 ,6 ,7 ,553 ,-,18.2 ,116.4 ,114.9 ,1.5 ,"169,737 ","157,255 ","154,883 ","2,372 ","12,482 "
,,,,,,,,,,,,,,,,
4,T,T,"59,080 ",554 ,550 ,"59,084 ","1,397 ",18.3 ,154.8 ,141.2 ,13.6 ,"568,172 ","412,026 ","376,760 ","35,266 ","156,146 "
,M,T,"43,733 ",407 ,407 ,"43,733 ",314 ,18.4 ,157.4 ,142.4 ,15.0 ,"624,144 ","450,683 ",,,"173,461 "
,F,T,"15,347 ",147 ,144 ,"15,350 ","1,082 ",18.0 ,147.2 ,137.7 ,9.5 ,"408,700 ","301,886 ",,,"106,814 "
,,N,"57,680 ",543 ,535 ,"57,687 ",-,18.3 ,155.2 ,141.5 ,13.7 ,"576,648 ","417,440 ","381,604 ","35,836 ","159,208 "
,,P,"1,400 ",11 ,15 ,"1,397 ",-,18.1 ,134.6 ,126.3 ,8.3 ,"218,609 ","188,729 ","176,975 ","11,754 ","29,880 "
,,,,,,,,,,,,,,,,
5,T,T,"74,130 ",546 ,673 ,"74,003 ","6,062 ",18.4 ,151.2 ,140.9 ,10.3 ,"465,256 ","352,417 ","325,276 ","27,141 ","112,839 "
,M,T,"52,543 ",359 ,483 ,"52,419 ","1,028 ",18.5 ,155.6 ,143.6 ,12.0 ,"520,740 ","390,591 ",,,"130,149 "
,F,T,"21,587 ",187 ,190 ,"21,584 ","5,035 ",18.0 ,140.5 ,134.2 ,6.3 ,"330,354 ","259,602 ",,,"70,752 "
,,N,"68,051 ",507 ,617 ,"67,941 ",-,18.4 ,153.7 ,142.8 ,10.9 ,"489,087 ","367,900 ","338,786 ","29,114 ","121,187 "
,,P,"6,079 ",40 ,56 ,"6,062 ",-,17.6 ,122.3 ,119.0 ,3.3 ,"198,340 ","179,002 ","173,956 ","5,046 ","19,338 "
,,,,,,,,,,,,,,,,
7,T,T,"52,815 ",426 ,456 ,"52,785 ","7,188 ",18.4 ,146.5 ,140.1 ,6.4 ,"365,892 ","296,776 ","284,314 ","12,462 ","69,116 "
,M,T,"30,215 ",260 ,246 ,"30,229 ","1,301 ",18.7 ,153.2 ,145.4 ,7.8 ,"439,700 ","354,848 ",,,"84,852 "
,F,T,"22,600 ",166 ,210 ,"22,556 ","5,886 ",18.0 ,137.7 ,133.1 ,4.6 ,"267,098 ","219,044 ",,,"48,054 "
,,N,"45,597 ",367 ,371 ,"45,597 ",-,18.8 ,153.3 ,146.1 ,7.2 ,"401,290 ","322,749 ","308,641 ","14,108 ","78,541 "
,,P,"7,219 ",59 ,84 ,"7,188 ",-,15.9 ,103.4 ,102.0 ,1.4 ,"141,812 ","132,357 ","130,314 ","2,043 ","9,455 "
,,,,,,,,,,,,,,,,
9,T,T,"31,613 ",373 ,491 ,"31,495 ","6,751 ",18.1 ,142.4 ,135.1 ,7.3 ,"340,179 ","286,729 ","273,568 ","13,161 ","53,450 "
,M,T,"20,146 ",178 ,194 ,"20,130 ","1,737 ",18.9 ,156.4 ,146.1 ,10.3 ,"408,052 ","344,996 ",,,"63,056 "
,F,T,"11,466 ",195 ,297 ,"11,364 ","5,014 ",16.6 ,117.7 ,115.6 ,2.1 ,"220,442 ","183,938 ",,,"36,504 "
,,N,"24,762 ",213 ,247 ,"24,744 ",-,19.2 ,158.0 ,148.9 ,9.1 ,"400,098 ","333,803 ","317,248 ","16,555 ","66,295 "
,,P,"6,850 ",160 ,243 ,"6,751 ",-,14.0 ,85.6 ,84.9 ,0.7 ,"122,087 ","115,390 ","114,583 ",807 ,"6,697 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E28,,,電子部品・デバイス・電子回路製,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,40頁
,,,造業,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"402,440 ","3,405 ","3,825 ","402,020 ","25,641 ",18.1 ,154.8 ,140.5 ,14.3 ,"467,275 ","360,853 ","325,300 ","35,553 ","106,422 "
,M,T,"288,069 ","2,355 ","2,732 ","287,692 ","3,056 ",18.3 ,159.6 ,143.1 ,16.5 ,"534,629 ","408,964 ",,,"125,665 "
,F,T,"114,371 ","1,050 ","1,094 ","114,327 ","22,586 ",17.9 ,142.5 ,133.8 ,8.7 ,"297,709 ","239,731 ",,,"57,978 "
,,N,"376,697 ","3,125 ","3,468 ","376,379 ",-,18.3 ,158.3 ,143.2 ,15.1 ,"490,135 ","376,795 ","338,974 ","37,821 ","113,340 "
,,P,"25,743 ",280 ,358 ,"25,641 ",-,16.3 ,102.6 ,100.5 ,2.1 ,"132,259 ","127,217 ","124,908 ","2,309 ","5,042 "
,,,,,,,,,,,,,,,,
0,T,T,"367,383 ","3,097 ","3,335 ","367,145 ","13,159 ",18.2 ,156.9 ,141.7 ,15.2 ,"487,231 ","373,355 ","335,233 ","38,122 ","113,876 "
,M,T,"272,866 ","2,213 ","2,428 ","272,651 ","1,965 ",18.2 ,160.0 ,143.0 ,17.0 ,"543,627 ","413,436 ",,,"130,191 "
,F,T,"94,517 ",884 ,907 ,"94,494 ","11,194 ",18.0 ,147.9 ,138.0 ,9.9 ,"324,466 ","257,676 ",,,"66,790 "
,,N,"354,156 ","2,933 ","3,128 ","353,986 ",-,18.2 ,158.5 ,142.9 ,15.6 ,"499,630 ","381,766 ","342,337 ","39,429 ","117,864 "
,,P,"13,228 ",164 ,207 ,"13,159 ",-,16.7 ,112.3 ,109.3 ,3.0 ,"154,500 ","147,634 ","144,584 ","3,050 ","6,866 "
,,,,,,,,,,,,,,,,
1,T,T,"106,423 ",807 ,766 ,"106,464 ","1,175 ",17.7 ,152.2 ,136.0 ,16.2 ,"588,320 ","436,474 ","385,722 ","50,752 ","151,846 "
,M,T,"87,686 ",634 ,628 ,"87,692 ",212 ,17.7 ,154.5 ,137.1 ,17.4 ,"622,532 ","461,773 ",,,"160,759 "
,F,T,"18,737 ",173 ,138 ,"18,772 ",963 ,17.4 ,141.6 ,131.2 ,10.4 ,"428,355 ","318,180 ",,,"110,175 "
,,N,"105,233 ",801 ,753 ,"105,289 ",-,17.7 ,152.7 ,136.4 ,16.3 ,"592,916 ","439,470 ","388,174 ","51,296 ","153,446 "
,,P,"1,190 ",6 ,14 ,"1,175 ",-,17.6 ,108.2 ,107.2 ,1.0 ,"179,224 ","169,801 ","167,459 ","2,342 ","9,423 "
,,,,,,,,,,,,,,,,
3,T,T,"58,339 ",388 ,533 ,"58,194 ",379 ,17.7 ,156.1 ,141.2 ,14.9 ,"550,577 ","413,840 ","374,974 ","38,866 ","136,737 "
,M,T,"47,910 ",307 ,440 ,"47,777 ",72 ,17.8 ,157.7 ,142.0 ,15.7 ,"581,646 ","435,855 ",,,"145,791 "
,F,T,"10,429 ",81 ,93 ,"10,417 ",306 ,17.5 ,148.7 ,137.5 ,11.2 ,"407,966 ","312,789 ",,,"95,177 "
,,N,"57,956 ",386 ,528 ,"57,815 ",-,17.8 ,156.4 ,141.5 ,14.9 ,"553,019 ","415,486 ","376,392 ","39,094 ","137,533 "
,,P,383 ,2 ,5 ,379 ,-,17.0 ,104.5 ,102.0 ,2.5 ,"179,336 ","163,606 ","159,435 ","4,171 ","15,730 "
,,,,,,,,,,,,,,,,
4,T,T,"164,761 ","1,195 ","1,299 ","164,657 ","1,554 ",17.7 ,153.6 ,137.9 ,15.7 ,"574,968 ","428,467 ","381,919 ","46,548 ","146,501 "
,M,T,"135,596 ",941 ,"1,068 ","135,469 ",285 ,17.8 ,155.6 ,138.8 ,16.8 ,"608,099 ","452,624 ",,,"155,475 "
,F,T,"29,166 ",254 ,231 ,"29,189 ","1,269 ",17.4 ,144.2 ,133.5 ,10.7 ,"421,072 ","316,254 ",,,"104,818 "
,,N,"163,189 ","1,188 ","1,281 ","163,103 ",-,17.7 ,154.0 ,138.2 ,15.8 ,"578,760 ","430,960 ","383,993 ","46,967 ","147,800 "
,,P,"1,572 ",8 ,19 ,"1,554 ",-,17.5 ,107.3 ,105.9 ,1.4 ,"179,251 ","168,292 ","165,505 ","2,787 ","10,959 "
,,,,,,,,,,,,,,,,
5,T,T,"137,992 ","1,516 ","1,465 ","138,043 ","3,201 ",18.4 ,161.7 ,145.7 ,16.0 ,"450,833 ","351,043 ","314,542 ","36,501 ","99,790 "
,M,T,"101,221 ","1,089 ","1,055 ","101,255 ",942 ,18.4 ,164.4 ,146.6 ,17.8 ,"500,856 ","386,992 ",,,"113,864 "
,F,T,"36,771 ",426 ,410 ,"36,787 ","2,259 ",18.2 ,154.4 ,143.1 ,11.3 ,"313,138 ","252,090 ",,,"61,048 "
,,N,"134,791 ","1,444 ","1,388 ","134,841 ",-,18.4 ,162.9 ,146.5 ,16.4 ,"458,072 ","356,072 ","318,794 ","37,278 ","102,000 "
,,P,"3,201 ",72 ,77 ,"3,201 ",-,16.3 ,112.5 ,110.1 ,2.4 ,"145,914 ","139,231 ","135,419 ","3,812 ","6,683 "
,,,,,,,,,,,,,,,,
7,T,T,"64,630 ",386 ,571 ,"64,445 ","8,404 ",18.9 ,154.8 ,142.9 ,11.9 ,"341,155 ","280,418 ","260,333 ","20,085 ","60,737 "
,M,T,"36,049 ",182 ,304 ,"35,927 ",738 ,19.3 ,163.8 ,148.4 ,15.4 ,"421,142 ","340,242 ",,,"80,900 "
,F,T,"28,581 ",204 ,266 ,"28,519 ","7,666 ",18.4 ,143.4 ,136.0 ,7.4 ,"240,330 ","205,008 ",,,"35,322 "
,,N,"56,176 ",302 ,459 ,"56,042 ",-,19.2 ,161.0 ,147.9 ,13.1 ,"369,396 ","300,462 ","277,781 ","22,681 ","68,934 "
,,P,"8,454 ",85 ,112 ,"8,404 ",-,16.7 ,113.2 ,109.6 ,3.6 ,"153,170 ","146,994 ","144,185 ","2,809 ","6,176 "
,,,,,,,,,,,,,,,,
9,T,T,"35,057 ",308 ,490 ,"34,875 ","12,482 ",17.9 ,132.8 ,127.8 ,5.0 ,"257,673 ","229,542 ","220,977 ","8,565 ","28,131 "
,M,T,"15,203 ",142 ,303 ,"15,042 ","1,090 ",18.9 ,154.5 ,146.4 ,8.1 ,"372,347 ","328,315 ",,,"44,032 "
,F,T,"19,854 ",166 ,187 ,"19,833 ","11,392 ",17.2 ,116.2 ,113.6 ,2.6 ,"170,276 ","154,264 ",,,"16,012 "
,,N,"22,541 ",192 ,340 ,"22,393 ",-,19.1 ,155.2 ,148.1 ,7.1 ,"340,504 ","298,457 ","285,976 ","12,481 ","42,047 "
,,P,"12,516 ",116 ,150 ,"12,482 ",-,15.8 ,92.4 ,91.3 ,1.1 ,"108,782 ","105,665 ","104,138 ","1,527 ","3,117 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E29,,,電気機械器具製造業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,41頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"488,925 ","4,797 ","4,726 ","488,996 ","51,644 ",18.4 ,153.4 ,140.6 ,12.8 ,"474,870 ","355,767 ","324,866 ","30,901 ","119,103 "
,M,T,"332,292 ","3,153 ","3,231 ","332,214 ","9,080 ",18.7 ,160.3 ,144.7 ,15.6 ,"561,018 ","413,299 ",,,"147,719 "
,F,T,"156,633 ","1,644 ","1,495 ","156,782 ","42,564 ",17.9 ,139.0 ,132.0 ,7.0 ,"292,218 ","233,786 ",,,"58,432 "
,,N,"437,310 ","4,047 ","4,058 ","437,352 ",-,18.6 ,158.5 ,144.4 ,14.1 ,"514,132 ","381,773 ","347,595 ","34,178 ","132,359 "
,,P,"51,614 ",750 ,668 ,"51,644 ",-,17.2 ,110.7 ,108.5 ,2.2 ,"142,293 ","135,477 ","132,327 ","3,150 ","6,816 "
,,,,,,,,,,,,,,,,
0,T,T,"407,072 ","3,965 ","3,821 ","407,216 ","34,574 ",18.4 ,155.0 ,141.3 ,13.7 ,"505,621 ","372,807 ","338,753 ","34,054 ","132,814 "
,M,T,"281,979 ","2,663 ","2,588 ","282,054 ","5,937 ",18.5 ,160.3 ,144.0 ,16.3 ,"589,186 ","427,521 ",,,"161,665 "
,F,T,"125,093 ","1,301 ","1,233 ","125,161 ","28,638 ",18.0 ,143.3 ,135.3 ,8.0 ,"317,280 ","249,492 ",,,"67,788 "
,,N,"372,444 ","3,518 ","3,362 ","372,642 ",-,18.4 ,158.5 ,143.7 ,14.8 ,"538,272 ","393,880 ","357,003 ","36,877 ","144,392 "
,,P,"34,628 ",447 ,459 ,"34,574 ",-,17.6 ,118.7 ,116.0 ,2.7 ,"154,071 ","145,920 ","142,261 ","3,659 ","8,151 "
,,,,,,,,,,,,,,,,
1,T,T,"91,458 ",866 ,880 ,"91,444 ",475 ,18.2 ,157.2 ,141.1 ,16.1 ,"679,697 ","474,516 ","431,994 ","42,522 ","205,181 "
,M,T,"75,628 ",699 ,742 ,"75,585 ",227 ,18.3 ,159.5 ,142.3 ,17.2 ,"722,458 ","500,838 ",,,"221,620 "
,F,T,"15,830 ",167 ,138 ,"15,859 ",248 ,17.7 ,146.5 ,135.5 ,11.0 ,"475,658 ","348,918 ",,,"126,740 "
,,N,"90,983 ",859 ,872 ,"90,970 ",-,18.2 ,157.4 ,141.3 ,16.1 ,"681,875 ","475,848 ","433,166 ","42,682 ","206,027 "
,,P,475 ,7 ,7 ,475 ,-,15.4 ,117.9 ,112.5 ,5.4 ,"262,615 ","219,441 ","207,671 ","11,770 ","43,174 "
,,,,,,,,,,,,,,,,
3,T,T,"51,716 ",403 ,453 ,"51,666 ",840 ,18.3 ,158.8 ,141.7 ,17.1 ,"595,850 ","414,981 ","367,842 ","47,139 ","180,869 "
,M,T,"41,465 ",322 ,364 ,"41,423 ",334 ,18.4 ,161.5 ,142.8 ,18.7 ,"641,440 ","441,338 ",,,"200,102 "
,F,T,"10,252 ",81 ,88 ,"10,245 ",506 ,17.9 ,148.1 ,137.3 ,10.8 ,"411,482 ","308,393 ",,,"103,089 "
,,N,"50,874 ",393 ,441 ,"50,826 ",-,18.3 ,159.5 ,142.1 ,17.4 ,"602,393 ","418,769 ","371,016 ","47,753 ","183,624 "
,,P,843 ,10 ,11 ,840 ,-,17.2 ,126.5 ,122.0 ,4.5 ,"200,278 ","185,974 ","175,946 ","10,028 ","14,304 "
,,,,,,,,,,,,,,,,
4,T,T,"143,175 ","1,269 ","1,332 ","143,112 ","1,315 ",18.2 ,157.8 ,141.3 ,16.5 ,"649,419 ","453,017 ","408,828 ","44,189 ","196,402 "
,M,T,"117,092 ","1,022 ","1,106 ","117,008 ",561 ,18.3 ,160.2 ,142.5 ,17.7 ,"693,772 ","479,771 ",,,"214,001 "
,F,T,"26,082 ",247 ,226 ,"26,103 ",754 ,17.8 ,147.1 ,136.2 ,10.9 ,"450,453 ","333,002 ",,,"117,451 "
,,N,"141,857 ","1,252 ","1,314 ","141,796 ",-,18.2 ,158.2 ,141.6 ,16.6 ,"653,378 ","455,383 ","410,883 ","44,500 ","197,995 "
,,P,"1,317 ",17 ,19 ,"1,315 ",-,16.5 ,123.4 ,118.6 ,4.8 ,"222,774 ","198,052 ","187,395 ","10,657 ","24,722 "
,,,,,,,,,,,,,,,,
5,T,T,"159,508 ","1,546 ","1,448 ","159,606 ","7,056 ",18.4 ,156.0 ,142.1 ,13.9 ,"509,687 ","378,977 ","343,137 ","35,840 ","130,710 "
,M,T,"111,104 ","1,094 ",956 ,"111,242 ","1,622 ",18.5 ,159.6 ,143.6 ,16.0 ,"577,112 ","426,175 ",,,"150,937 "
,F,T,"48,403 ",452 ,492 ,"48,363 ","5,434 ",18.0 ,147.7 ,138.6 ,9.1 ,"354,764 ","270,530 ",,,"84,234 "
,,N,"152,471 ","1,461 ","1,356 ","152,550 ",-,18.4 ,157.3 ,143.0 ,14.3 ,"524,890 ","388,730 ","351,518 ","37,212 ","136,160 "
,,P,"7,037 ",86 ,92 ,"7,056 ",-,17.6 ,126.7 ,122.4 ,4.3 ,"180,652 ","167,899 ","161,754 ","6,145 ","12,753 "
,,,,,,,,,,,,,,,,
7,T,T,"104,390 ","1,149 ","1,040 ","104,499 ","26,203 ",18.6 ,150.0 ,140.2 ,9.8 ,"302,331 ","253,452 ","236,018 ","17,434 ","48,879 "
,M,T,"53,782 ",548 ,525 ,"53,805 ","3,754 ",19.0 ,162.0 ,148.1 ,13.9 ,"386,566 ","316,611 ",,,"69,955 "
,F,T,"50,608 ",602 ,515 ,"50,695 ","22,450 ",18.1 ,137.2 ,131.7 ,5.5 ,"212,870 ","186,375 ",,,"26,495 "
,,N,"78,116 ",805 ,692 ,"78,296 ",-,18.9 ,161.3 ,148.9 ,12.4 ,"355,624 ","292,388 ","269,991 ","22,397 ","63,236 "
,,P,"26,273 ",344 ,349 ,"26,203 ",-,17.6 ,116.2 ,114.1 ,2.1 ,"143,486 ","137,402 ","134,762 ","2,640 ","6,084 "
,,,,,,,,,,,,,,,,
9,T,T,"81,853 ",832 ,905 ,"81,780 ","17,070 ",18.8 ,145.6 ,137.3 ,8.3 ,"321,843 ","270,968 ","255,754 ","15,214 ","50,875 "
,M,T,"50,313 ",490 ,643 ,"50,160 ","3,143 ",19.5 ,160.6 ,148.9 ,11.7 ,"402,890 ","333,462 ",,,"69,428 "
,F,T,"31,540 ",342 ,262 ,"31,620 ","13,926 ",17.6 ,121.6 ,118.8 ,2.8 ,"192,914 ","171,553 ",,,"21,361 "
,,N,"64,866 ",530 ,697 ,"64,710 ",-,19.5 ,158.9 ,148.8 ,10.1 ,"375,323 ","312,155 ","293,499 ","18,656 ","63,168 "
,,P,"16,986 ",302 ,208 ,"17,070 ",-,16.3 ,94.6 ,93.3 ,1.3 ,"118,361 ","114,257 ","112,140 ","2,117 ","4,104 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E30,,,情報通信機械器具製造業,,令和 7年,C1月分,,,,,,,（ 確 報 ）,確  原  表　―,,42頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"143,138 ","1,347 ","1,530 ","142,955 ","6,872 ",18.3 ,152.6 ,140.4 ,12.2 ,"536,955 ","402,173 ","369,573 ","32,600 ","134,782 "
,M,T,"104,859 ",954 ,"1,107 ","104,706 ","1,976 ",18.4 ,155.7 ,142.0 ,13.7 ,"594,305 ","442,420 ",,,"151,885 "
,F,T,"38,279 ",394 ,423 ,"38,250 ","4,897 ",18.0 ,144.1 ,135.8 ,8.3 ,"379,908 ","291,962 ",,,"87,946 "
,,N,"136,278 ","1,234 ","1,429 ","136,083 ",-,18.4 ,154.7 ,142.0 ,12.7 ,"556,002 ","414,900 ","380,858 ","34,042 ","141,102 "
