産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,P,"988,880 ","17,912 ","16,806 ","990,192 ",-,16.7 ,111.6 ,106.2 ,5.4 ,"174,319 ","145,410 ","136,948 ","8,462 ","28,909 "
,,,,,,,,,,,,,,,,
0,T,T,"5,967,445 ","44,523 ","48,625 ","5,963,343 ","632,341 ",18.6 ,157.5 ,142.1 ,15.4 ,"927,755 ","361,792 ","323,473 ","38,319 ","565,963 "
,M,T,"4,263,028 ","25,989 ","28,943 ","4,260,074 ","177,789 ",18.8 ,162.5 ,145.2 ,17.3 ,"1,079,051 ","406,737 ",,,"672,314 "
,F,T,"1,704,417 ","18,534 ","19,682 ","1,703,269 ","454,552 ",18.1 ,145.1 ,134.6 ,10.5 ,"549,341 ","249,377 ",,,"299,964 "
,,N,"5,336,724 ","32,119 ","37,681 ","5,331,002 ",-,18.8 ,161.8 ,145.5 ,16.3 ,"1,014,303 ","385,507 ","344,087 ","41,420 ","628,796 "
,,P,"630,721 ","12,404 ","10,944 ","632,341 ",-,17.0 ,121.4 ,113.7 ,7.7 ,"196,777 ","161,497 ","149,370 ","12,127 ","35,280 "
,,,,,,,,,,,,,,,,
1,T,T,"1,054,026 ","5,479 ","7,193 ","1,052,312 ","21,273 ",18.2 ,158.4 ,140.4 ,18.0 ,"1,486,025 ","466,973 ","409,364 ","57,609 ","1,019,052 "
,M,T,"890,948 ","4,469 ","5,987 ","889,430 ","7,738 ",18.3 ,161.0 ,141.9 ,19.1 ,"1,567,821 ","488,704 ",,,"1,079,117 "
,F,T,"163,078 ","1,010 ","1,206 ","162,882 ","13,535 ",17.4 ,144.6 ,132.6 ,12.0 ,"1,039,258 ","348,276 ",,,"690,982 "
,,N,"1,032,693 ","5,193 ","6,846 ","1,031,039 ",-,18.2 ,158.9 ,140.8 ,18.1 ,"1,510,413 ","472,379 ","414,017 ","58,362 ","1,038,034 "
,,P,"21,333 ",286 ,347 ,"21,273 ",-,16.8 ,131.9 ,120.7 ,11.2 ,"304,722 ","205,113 ","183,990 ","21,123 ","99,609 "
,,,,,,,,,,,,,,,,
3,T,T,"769,800 ","4,735 ","5,539 ","768,996 ","85,233 ",18.2 ,156.6 ,139.6 ,17.0 ,"1,036,162 ","391,192 ","346,762 ","44,430 ","644,970 "
,M,T,"565,930 ","2,894 ","3,675 ","565,149 ","28,507 ",18.4 ,160.8 ,142.3 ,18.5 ,"1,178,918 ","433,125 ",,,"745,793 "
,F,T,"203,870 ","1,841 ","1,864 ","203,847 ","56,726 ",17.6 ,145.0 ,132.1 ,12.9 ,"640,128 ","274,860 ",,,"365,268 "
,,N,"684,833 ","3,223 ","4,167 ","683,763 ",-,18.4 ,160.3 ,142.6 ,17.7 ,"1,139,796 ","418,423 ","370,565 ","47,858 ","721,373 "
,,P,"84,967 ","1,512 ","1,372 ","85,233 ",-,16.5 ,127.1 ,115.2 ,11.9 ,"202,826 ","172,225 ","155,366 ","16,859 ","30,601 "
,,,,,,,,,,,,,,,,
4,T,T,"1,823,826 ","10,214 ","12,732 ","1,821,308 ","106,506 ",18.2 ,157.7 ,140.1 ,17.6 ,"1,296,115 ","434,982 ","382,937 ","52,045 ","861,133 "
,M,T,"1,456,878 ","7,363 ","9,662 ","1,454,579 ","36,245 ",18.4 ,160.8 ,142.0 ,18.8 ,"1,416,735 ","467,112 ",,,"949,623 "
,F,T,"366,948 ","2,851 ","3,070 ","366,729 ","70,261 ",17.5 ,144.8 ,132.3 ,12.5 ,"817,454 ","307,477 ",,,"509,977 "
,,N,"1,717,526 ","8,416 ","11,013 ","1,714,802 ",-,18.3 ,159.4 ,141.5 ,17.9 ,"1,362,635 ","450,865 ","396,691 ","54,174 ","911,770 "
,,P,"106,300 ","1,798 ","1,719 ","106,506 ",-,16.6 ,128.0 ,116.3 ,11.7 ,"223,227 ","178,810 ","161,097 ","17,713 ","44,417 "
,,,,,,,,,,,,,,,,
5,T,T,"2,302,778 ","20,094 ","18,907 ","2,303,965 ","259,421 ",18.4 ,157.2 ,141.3 ,15.9 ,"860,311 ","352,001 ","313,493 ","38,508 ","508,310 "
,M,T,"1,600,356 ","11,083 ","10,542 ","1,600,897 ","73,997 ",18.7 ,162.5 ,144.6 ,17.9 ,"1,002,984 ","396,950 ",,,"606,034 "
,F,T,"702,422 ","9,011 ","8,365 ","703,068 ","185,424 ",17.9 ,145.3 ,133.9 ,11.4 ,"535,349 ","249,622 ",,,"285,727 "
,,N,"2,044,629 ","13,678 ","13,748 ","2,044,544 ",-,18.6 ,161.3 ,144.5 ,16.8 ,"944,075 ","375,201 ","333,789 ","41,412 ","568,874 "
,,P,"258,149 ","6,416 ","5,159 ","259,421 ",-,17.1 ,125.3 ,116.4 ,8.9 ,"198,521 ","168,708 ","153,139 ","15,569 ","29,813 "
,,,,,,,,,,,,,,,,
7,T,T,"1,840,841 ","14,215 ","16,986 ","1,838,070 ","266,414 ",19.1 ,157.7 ,145.2 ,12.5 ,"647,229 ","301,534 ","277,053 ","24,481 ","345,695 "
,M,T,"1,205,794 ","7,543 ","8,739 ","1,204,598 ","67,547 ",19.3 ,164.4 ,149.7 ,14.7 ,"772,195 ","346,810 ",,,"425,385 "
,F,T,"635,047 ","6,672 ","8,247 ","633,472 ","198,867 ",18.7 ,145.0 ,136.7 ,8.3 ,"409,775 ","215,503 ",,,"194,272 "
,,N,"1,574,569 ","10,025 ","12,920 ","1,571,656 ",-,19.4 ,165.0 ,151.2 ,13.8 ,"725,570 ","327,600 ","300,083 ","27,517 ","397,970 "
,,P,"266,272 ","4,190 ","4,066 ","266,414 ",-,17.1 ,114.8 ,110.0 ,4.8 ,"184,518 ","147,576 ","141,025 ","6,551 ","36,942 "
,,,,,,,,,,,,,,,,
9,T,T,"1,714,221 ","16,574 ","17,214 ","1,713,581 ","357,851 ",19.3 ,151.5 ,142.6 ,8.9 ,"489,889 ","271,653 ","256,641 ","15,012 ","218,236 "
,M,T,"1,078,809 ","9,137 ","9,982 ","1,077,964 ","85,869 ",19.9 ,164.9 ,153.1 ,11.8 ,"603,979 ","321,359 ",,,"282,620 "
,F,T,"635,412 ","7,437 ","7,232 ","635,617 ","271,982 ",18.3 ,128.8 ,124.8 ,4.0 ,"296,292 ","187,309 ",,,"108,983 "
,,N,"1,356,062 ","11,066 ","11,352 ","1,355,730 ",-,20.2 ,166.6 ,155.7 ,10.9 ,"583,671 ","312,479 ","294,031 ","18,448 ","271,192 "
,,P,"358,159 ","5,508 ","5,862 ","357,851 ",-,16.2 ,94.5 ,93.1 ,1.4 ,"134,702 ","117,031 ","115,033 ","1,998 ","17,671 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
F,,,電気・ガス・熱供給・水道業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,5頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"264,759 ",896 ,"1,096 ","264,559 ","9,644 ",18.1 ,150.9 ,135.4 ,15.5 ,"1,254,610 ","490,532 ","430,271 ","60,261 ","764,078 "
,M,T,"223,673 ",601 ,868 ,"223,406 ","5,011 ",18.2 ,153.2 ,136.7 ,16.5 ,"1,305,969 ","511,767 ",,,"794,202 "
,F,T,"41,086 ",295 ,228 ,"41,153 ","4,633 ",17.6 ,138.7 ,128.7 ,10.0 ,"975,399 ","375,090 ",,,"600,309 "
,,N,"255,199 ",711 ,993 ,"254,915 ",-,18.2 ,152.8 ,136.8 ,16.0 ,"1,287,579 ","502,737 ","440,379 ","62,358 ","784,842 "
,,P,"9,560 ",185 ,103 ,"9,644 ",-,15.2 ,102.1 ,100.3 ,1.8 ,"378,842 ","166,326 ","161,748 ","4,578 ","212,516 "
,,,,,,,,,,,,,,,,
0,T,T,"204,308 ",699 ,767 ,"204,240 ","5,021 ",18.1 ,152.1 ,134.5 ,17.6 ,"1,318,837 ","524,403 ","453,686 ","70,717 ","794,434 "
,M,T,"172,197 ",459 ,539 ,"172,117 ","2,829 ",18.1 ,154.1 ,135.4 ,18.7 ,"1,371,128 ","547,101 ",,,"824,027 "
,F,T,"32,111 ",240 ,228 ,"32,123 ","2,192 ",17.7 ,140.9 ,129.5 ,11.4 ,"1,038,538 ","402,736 ",,,"635,802 "
,,N,"199,360 ",553 ,692 ,"199,219 ",-,18.1 ,153.2 ,135.2 ,18.0 ,"1,341,959 ","533,044 ","460,660 ","72,384 ","808,915 "
,,P,"4,948 ",146 ,75 ,"5,021 ",-,15.7 ,107.2 ,105.6 ,1.6 ,"394,369 ","178,928 ","174,843 ","4,085 ","215,441 "
,,,,,,,,,,,,,,,,
1,T,T,"50,481 ",99 ,255 ,"50,325 ",386 ,18.2 ,155.3 ,134.3 ,21.0 ,"1,491,372 ","626,163 ","541,448 ","84,715 ","865,209 "
,M,T,"42,119 ",83 ,184 ,"42,018 ",294 ,18.3 ,157.0 ,135.1 ,21.9 ,"1,526,769 ","650,753 ",,,"876,016 "
,F,T,"8,362 ",16 ,71 ,"8,307 ",92 ,17.7 ,146.7 ,130.3 ,16.4 ,"1,312,709 ","502,047 ",,,"810,662 "
,,N,"50,095 ",94 ,250 ,"49,939 ",-,18.2 ,155.8 ,134.7 ,21.1 ,"1,500,694 ","629,483 ","544,184 ","85,299 ","871,211 "
,,P,386 ,5 ,5 ,386 ,-,10.8 ,82.8 ,79.7 ,3.1 ,"283,438 ","195,915 ","186,918 ","8,997 ","87,523 "
,,,,,,,,,,,,,,,,
3,T,T,"22,443 ",123 ,79 ,"22,487 ",155 ,17.5 ,149.3 ,129.7 ,19.6 ,"1,434,764 ","521,257 ","450,240 ","71,017 ","913,507 "
,M,T,"18,613 ",92 ,54 ,"18,651 ",56 ,17.6 ,151.9 ,130.9 ,21.0 ,"1,498,075 ","546,296 ",,,"951,779 "
,F,T,"3,830 ",31 ,25 ,"3,836 ",99 ,16.9 ,136.5 ,123.7 ,12.8 ,"1,127,015 ","399,544 ",,,"727,471 "
,,N,"22,291 ",120 ,79 ,"22,332 ",-,17.5 ,149.5 ,129.8 ,19.7 ,"1,442,188 ","523,602 ","452,105 ","71,497 ","918,586 "
,,P,152 ,3 ,0 ,155 ,-,16.0 ,115.4 ,114.8 ,0.6 ,"355,655 ","180,313 ","179,056 ","1,257 ","175,342 "
,,,,,,,,,,,,,,,,
4,T,T,"72,924 ",222 ,334 ,"72,812 ",541 ,18.0 ,153.5 ,132.9 ,20.6 ,"1,473,920 ","593,821 ","513,329 ","80,492 ","880,099 "
,M,T,"60,732 ",175 ,238 ,"60,669 ",350 ,18.1 ,155.4 ,133.8 ,21.6 ,"1,517,960 ","618,689 ",,,"899,271 "
,F,T,"12,192 ",47 ,96 ,"12,143 ",191 ,17.5 ,143.4 ,128.2 ,15.2 ,"1,254,211 ","469,756 ",,,"784,455 "
,,N,"72,386 ",214 ,329 ,"72,271 ",-,18.0 ,153.9 ,133.2 ,20.7 ,"1,482,647 ","596,822 ","515,780 ","81,042 ","885,825 "
,,P,538 ,8 ,5 ,541 ,-,12.3 ,92.0 ,89.6 ,2.4 ,"303,985 ","191,475 ","184,680 ","6,795 ","112,510 "
,,,,,,,,,,,,,,,,
5,T,T,"64,550 ",163 ,108 ,"64,605 ","1,736 ",18.1 ,152.7 ,135.0 ,17.7 ,"1,286,441 ","510,497 ","438,579 ","71,918 ","775,944 "
,M,T,"55,121 ",133 ,89 ,"55,165 ","1,056 ",18.2 ,155.0 ,136.1 ,18.9 ,"1,334,907 ","530,100 ",,,"804,807 "
,F,T,"9,429 ",30 ,19 ,"9,440 ",680 ,17.5 ,139.4 ,128.8 ,10.6 ,"1,003,165 ","395,917 ",,,"607,248 "
,,N,"62,828 ",144 ,102 ,"62,869 ",-,18.2 ,153.9 ,135.8 ,18.1 ,"1,309,247 ","519,149 ","445,396 ","73,753 ","790,098 "
,,P,"1,722 ",19 ,6 ,"1,736 ",-,15.5 ,109.3 ,107.6 ,1.7 ,"457,452 ","195,992 ","190,777 ","5,215 ","261,460 "
,,,,,,,,,,,,,,,,
7,T,T,"66,834 ",314 ,325 ,"66,823 ","2,744 ",18.1 ,149.8 ,135.7 ,14.1 ,"1,181,042 ","462,149 ","403,250 ","58,899 ","718,893 "
,M,T,"56,344 ",151 ,212 ,"56,283 ","1,423 ",18.1 ,151.9 ,136.5 ,15.4 ,"1,248,324 ","486,581 ",,,"761,743 "
,F,T,"10,490 ",163 ,113 ,"10,540 ","1,321 ",18.1 ,139.1 ,131.5 ,7.6 ,"820,708 ","331,300 ",,,"489,408 "
,,N,"64,146 ",195 ,261 ,"64,079 ",-,18.2 ,151.6 ,136.9 ,14.7 ,"1,215,308 ","474,713 ","413,438 ","61,275 ","740,595 "
,,P,"2,688 ",119 ,64 ,"2,744 ",-,16.6 ,108.8 ,107.5 ,1.3 ,"372,165 ","165,573 ","162,746 ","2,827 ","206,592 "
,,,,,,,,,,,,,,,,
9,T,T,"60,451 ",197 ,329 ,"60,319 ","4,623 ",18.3 ,147.1 ,138.7 ,8.4 ,"1,037,337 ","375,950 ","351,059 ","24,891 ","661,387 "
,M,T,"51,476 ",142 ,329 ,"51,289 ","2,182 ",18.5 ,149.8 ,140.9 ,8.9 ,"1,087,656 ","393,382 ",,,"694,274 "
,F,T,"8,975 ",55 ,0 ,"9,030 ","2,441 ",17.3 ,131.0 ,125.8 ,5.2 ,"750,142 ","276,460 ",,,"473,682 "
,,N,"55,839 ",158 ,301 ,"55,696 ",-,18.6 ,151.2 ,142.3 ,8.9 ,"1,093,248 ","394,433 ","367,904 ","26,529 ","698,815 "
,,P,"4,612 ",39 ,28 ,"4,623 ",-,14.6 ,96.6 ,94.5 ,2.1 ,"362,079 ","152,722 ","147,613 ","5,109 ","209,357 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
G,,,情報通信業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,6頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"1,881,666 ","15,980 ","16,536 ","1,881,110 ","90,787 ",18.4 ,156.0 ,139.9 ,16.1 ,"1,047,185 ","427,112 ","391,972 ","35,140 ","620,073 "
,M,T,"1,304,769 ","10,174 ","10,261 ","1,304,682 ","28,987 ",18.6 ,159.9 ,142.5 ,17.4 ,"1,153,933 ","461,997 ",,,"691,936 "
,F,T,"576,897 ","5,806 ","6,275 ","576,428 ","61,800 ",17.8 ,147.3 ,134.0 ,13.3 ,"805,665 ","348,184 ",,,"457,481 "
,,N,"1,790,784 ","13,969 ","14,516 ","1,790,323 ",-,18.6 ,159.4 ,142.6 ,16.8 ,"1,091,696 ","441,589 ","404,895 ","36,694 ","650,107 "
,,P,"90,882 ","2,011 ","2,020 ","90,787 ",-,13.8 ,89.8 ,86.8 ,3.0 ,"169,784 ","141,746 ","137,224 ","4,522 ","28,038 "
,,,,,,,,,,,,,,,,
0,T,T,"1,597,895 ","11,402 ","12,952 ","1,596,345 ","66,074 ",18.3 ,156.0 ,139.3 ,16.7 ,"1,116,923 ","441,442 ","404,651 ","36,791 ","675,481 "
,M,T,"1,126,353 ","6,781 ","8,069 ","1,125,065 ","23,538 ",18.5 ,159.5 ,141.6 ,17.9 ,"1,218,337 ","473,947 ",,,"744,390 "
,F,T,"471,542 ","4,621 ","4,883 ","471,280 ","42,536 ",17.8 ,147.4 ,133.6 ,13.8 ,"874,753 ","363,822 ",,,"510,931 "
,,N,"1,531,705 ","9,891 ","11,285 ","1,530,271 ",-,18.5 ,158.8 ,141.5 ,17.3 ,"1,157,524 ","454,289 ","416,143 ","38,146 ","703,235 "
,,P,"66,190 ","1,511 ","1,667 ","66,074 ",-,13.6 ,90.3 ,86.8 ,3.5 ,"177,002 ","144,043 ","138,641 ","5,402 ","32,959 "
,,,,,,,,,,,,,,,,
1,T,T,"359,446 ","1,942 ","2,907 ","358,481 ","6,536 ",18.3 ,157.3 ,137.9 ,19.4 ,"1,444,792 ","514,049 ","469,521 ","44,528 ","930,743 "
,M,T,"259,911 ","1,276 ","1,819 ","259,368 ","2,649 ",18.5 ,159.6 ,139.5 ,20.1 ,"1,556,766 ","546,529 ",,,"1,010,237 "
,F,T,"99,535 ",666 ,"1,088 ","99,113 ","3,887 ",17.8 ,151.1 ,133.6 ,17.5 ,"1,152,085 ","429,144 ",,,"722,941 "
,,N,"352,947 ","1,734 ","2,730 ","351,945 ",-,18.4 ,158.5 ,138.9 ,19.6 ,"1,467,321 ","520,558 ","475,390 ","45,168 ","946,763 "
,,P,"6,499 ",208 ,177 ,"6,536 ",-,11.7 ,90.6 ,84.1 ,6.5 ,"226,481 ","162,049 ","152,144 ","9,905 ","64,432 "
,,,,,,,,,,,,,,,,
3,T,T,"327,330 ","2,101 ","2,527 ","326,904 ","8,603 ",18.3 ,157.1 ,139.6 ,17.5 ,"1,238,294 ","476,774 ","429,074 ","47,700 ","761,520 "
,M,T,"237,342 ","1,136 ","1,702 ","236,776 ","3,464 ",18.5 ,160.2 ,141.6 ,18.6 ,"1,322,470 ","504,117 ",,,"818,353 "
,F,T,"89,988 ",965 ,825 ,"90,128 ","5,139 ",17.8 ,148.8 ,134.4 ,14.4 ,"1,016,718 ","404,800 ",,,"611,918 "
,,N,"318,680 ","1,980 ","2,365 ","318,301 ",-,18.4 ,158.6 ,140.8 ,17.8 ,"1,265,086 ","484,809 ","436,020 ","48,789 ","780,277 "
,,P,"8,650 ",121 ,162 ,"8,603 ",-,14.4 ,100.6 ,94.8 ,5.8 ,"249,167 ","180,143 ","172,654 ","7,489 ","69,024 "
,,,,,,,,,,,,,,,,
4,T,T,"686,776 ","4,043 ","5,434 ","685,385 ","15,139 ",18.3 ,157.2 ,138.7 ,18.5 ,"1,346,336 ","496,277 ","450,237 ","46,040 ","850,059 "
,M,T,"497,253 ","2,412 ","3,521 ","496,144 ","6,113 ",18.5 ,159.9 ,140.5 ,19.4 ,"1,444,944 ","526,287 ",,,"918,657 "
,F,T,"189,523 ","1,631 ","1,913 ","189,241 ","9,026 ",17.8 ,150.0 ,134.0 ,16.0 ,"1,087,714 ","417,568 ",,,"670,146 "
,,N,"671,627 ","3,714 ","5,095 ","670,246 ",-,18.4 ,158.6 ,139.8 ,18.8 ,"1,371,321 ","503,588 ","456,701 ","46,887 ","867,733 "
,,P,"15,149 ",329 ,339 ,"15,139 ",-,13.2 ,96.3 ,90.2 ,6.1 ,"239,404 ","172,356 ","163,827 ","8,529 ","67,048 "
,,,,,,,,,,,,,,,,
5,T,T,"514,474 ","3,832 ","4,087 ","514,219 ","27,038 ",18.1 ,154.4 ,137.7 ,16.7 ,"1,035,713 ","425,110 ","391,671 ","33,439 ","610,603 "
,M,T,"354,993 ","2,366 ","2,258 ","355,101 ","10,934 ",18.4 ,158.9 ,140.9 ,18.0 ,"1,142,002 ","458,929 ",,,"683,073 "
,F,T,"159,481 ","1,466 ","1,829 ","159,118 ","16,104 ",17.4 ,144.3 ,130.4 ,13.9 ,"798,817 ","349,735 ",,,"449,082 "
,,N,"487,027 ","3,340 ","3,146 ","487,181 ",-,18.4 ,158.4 ,141.0 ,17.4 ,"1,085,268 ","441,490 ","406,509 ","34,981 ","643,778 "
,,P,"27,447 ",492 ,941 ,"27,038 ",-,12.4 ,81.1 ,77.8 ,3.3 ,"149,665 ","132,234 ","126,354 ","5,880 ","17,431 "
,,,,,,,,,,,,,,,,
7,T,T,"396,645 ","3,527 ","3,431 ","396,741 ","23,897 ",18.6 ,156.0 ,142.2 ,13.8 ,"825,450 ","367,782 ","342,643 ","25,139 ","457,668 "
,M,T,"274,107 ","2,003 ","2,290 ","273,820 ","6,491 ",18.7 ,159.8 ,144.5 ,15.3 ,"906,422 ","398,517 ",,,"507,905 "
,F,T,"122,538 ","1,524 ","1,141 ","122,921 ","17,406 ",18.3 ,147.7 ,137.3 ,10.4 ,"644,701 ","299,174 ",,,"345,527 "
,,N,"373,051 ","2,837 ","3,044 ","372,844 ",-,18.8 ,159.8 ,145.3 ,14.5 ,"867,273 ","382,314 ","355,757 ","26,557 ","484,959 "
,,P,"23,594 ",690 ,387 ,"23,897 ",-,15.2 ,97.0 ,94.9 ,2.1 ,"168,569 ","139,535 ","136,675 ","2,860 ","29,034 "
,,,,,,,,,,,,,,,,
9,T,T,"283,771 ","4,578 ","3,584 ","284,765 ","24,713 ",18.7 ,156.3 ,143.6 ,12.7 ,"655,371 ","346,600 ","320,731 ","25,869 ","308,771 "
,M,T,"178,416 ","3,393 ","2,192 ","179,617 ","5,449 ",19.1 ,162.2 ,148.3 ,13.9 ,"748,939 ","386,850 ",,,"362,089 "
,F,T,"105,355 ","1,185 ","1,392 ","105,148 ","19,264 ",18.1 ,146.4 ,135.6 ,10.8 ,"496,225 ","278,140 ",,,"218,085 "
,,N,"259,079 ","4,078 ","3,231 ","260,052 ",-,19.2 ,162.8 ,149.0 ,13.8 ,"703,422 ","366,680 ","338,555 ","28,125 ","336,742 "
,,P,"24,692 ",500 ,353 ,"24,713 ",-,14.3 ,88.7 ,87.0 ,1.7 ,"150,461 ","135,596 ","133,430 ","2,166 ","14,865 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
H,,,運輸業，郵便業,,令和 7年,12月分,,,,,,,（ 確 報 ）,確  原  表　―,,7頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"2,945,106 ","34,852 ","35,937 ","2,944,021 ","543,920 ",19.3 ,164.7 ,142.5 ,22.2 ,"652,552 ","329,053 ","282,917 ","46,136 ","323,499 "
,M,T,"2,207,612 ","22,107 ","26,214 ","2,203,505 ","244,090 ",19.9 ,175.8 ,149.6 ,26.2 ,"721,197 ","362,880 ",,,"358,317 "
,F,T,"737,494 ","12,745 ","9,723 ","740,516 ","299,830 ",17.3 ,131.4 ,121.4 ,10.0 ,"447,680 ","228,096 ",,,"219,584 "
,,N,"2,404,915 ","19,025 ","23,772 ","2,400,101 ",-,20.0 ,178.8 ,153.1 ,25.7 ,"764,358 ","371,737 ","317,683 ","54,054 ","392,621 "
,,P,"540,191 ","15,827 ","12,165 ","543,920 ",-,15.7 ,102.1 ,95.8 ,6.3 ,"157,002 ","139,867 ","128,822 ","11,045 ","17,135 "
,,,,,,,,,,,,,,,,
0,T,T,"2,118,582 ","24,666 ","27,605 ","2,115,643 ","417,404 ",19.0 ,162.6 ,140.3 ,22.3 ,"701,922 ","337,649 ","287,950 ","49,699 ","364,273 "
,M,T,"1,543,119 ","15,653 ","18,872 ","1,539,900 ","190,202 ",19.7 ,174.4 ,147.7 ,26.7 ,"786,919 ","375,733 ",,,"411,186 "
,F,T,"575,463 ","9,013 ","8,733 ","575,743 ","227,202 ",17.2 ,131.1 ,120.6 ,10.5 ,"474,293 ","235,655 ",,,"238,638 "
,,N,"1,702,153 ","15,367 ","19,107 ","1,698,239 ",-,19.7 ,176.5 ,150.5 ,26.0 ,"833,934 ","384,748 ","325,999 ","58,749 ","449,186 "
,,P,"416,429 ","9,299 ","8,498 ","417,404 ",-,16.1 ,106.1 ,98.8 ,7.3 ,"163,572 ","145,576 ","132,784 ","12,792 ","17,996 "
,,,,,,,,,,,,,,,,
1,T,T,"115,909 ","1,542 ","2,770 ","114,681 ","14,752 ",16.7 ,132.2 ,122.0 ,10.2 ,"966,258 ","446,011 ","378,737 ","67,274 ","520,247 "
,M,T,"60,868 ",593 ,"1,394 ","60,067 ","8,184 ",17.9 ,147.3 ,133.3 ,14.0 ,"1,165,371 ","554,294 ",,,"611,077 "
,F,T,"55,041 ",949 ,"1,376 ","54,614 ","6,568 ",15.4 ,115.5 ,109.5 ,6.0 ,"746,663 ","326,590 ",,,"420,073 "
,,N,"100,885 ","1,127 ","2,087 ","99,929 ",-,16.8 ,136.5 ,125.4 ,11.1 ,"1,078,460 ","486,067 ","411,724 ","74,343 ","592,393 "
,,P,"15,024 ",415 ,683 ,"14,752 ",-,16.3 ,102.9 ,98.6 ,4.3 ,"209,552 ","175,870 ","156,273 ","19,597 ","33,682 "
,,,,,,,,,,,,,,,,
3,T,T,"135,471 ","1,022 ","1,224 ","135,269 ","19,830 ",18.8 ,155.7 ,138.6 ,17.1 ,"989,927 ","407,388 ","357,477 ","49,911 ","582,539 "
,M,T,"99,225 ",697 ,761 ,"99,161 ","10,214 ",19.3 ,163.7 ,144.0 ,19.7 ,"1,101,898 ","451,209 ",,,"650,689 "
,F,T,"36,246 ",325 ,463 ,"36,108 ","9,616 ",17.5 ,133.6 ,123.9 ,9.7 ,"682,917 ","287,236 ",,,"395,681 "
,,N,"115,592 ",788 ,941 ,"115,439 ",-,19.1 ,163.5 ,144.7 ,18.8 ,"1,124,140 ","448,033 ","392,709 ","55,324 ","676,107 "
,,P,"19,879 ",234 ,283 ,"19,830 ",-,17.3 ,110.4 ,103.3 ,7.1 ,"209,061 ","170,911 ","152,496 ","18,415 ","38,150 "
,,,,,,,,,,,,,,,,
4,T,T,"251,380 ","2,564 ","3,994 ","249,950 ","34,582 ",17.8 ,144.9 ,131.0 ,13.9 ,"979,040 ","425,153 ","367,256 ","57,897 ","553,887 "
,M,T,"160,093 ","1,290 ","2,155 ","159,228 ","18,398 ",18.8 ,157.6 ,140.0 ,17.6 ,"1,125,937 ","490,250 ",,,"635,687 "
,F,T,"91,287 ","1,274 ","1,839 ","90,722 ","16,184 ",16.2 ,122.7 ,115.2 ,7.5 ,"721,322 ","310,946 ",,,"410,376 "
,,N,"216,477 ","1,915 ","3,028 ","215,368 ",-,18.0 ,151.0 ,135.8 ,15.2 ,"1,102,899 ","465,720 ","401,552 ","64,168 ","637,179 "
