産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
TL,,,調　査　産　業　計,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,1頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E244,,,建設用・建築用金属製品製造業（,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,91頁
,,,製缶板金業を含む）,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"224,444 ","2,531 ","1,961 ","225,014 ","11,661 ",17.5 ,142.4 ,131.6 ,10.8 ,"339,387 ","329,124 ","309,109 ","20,015 ","10,263 "
,M,T,"178,703 ","1,865 ","1,486 ","179,082 ","4,604 ",17.6 ,145.2 ,133.0 ,12.2 ,"362,615 ","350,877 ",,,"11,738 "
,F,T,"45,741 ",666 ,475 ,"45,932 ","7,057 ",17.3 ,131.3 ,126.2 ,5.1 ,"248,733 ","244,228 ",,,"4,505 "
,,N,"213,025 ","2,411 ","1,852 ","213,353 ",-,17.7 ,145.1 ,133.8 ,11.3 ,"351,164 ","340,351 ","319,314 ","21,037 ","10,813 "
,,P,"11,419 ",120 ,109 ,"11,661 ",-,15.2 ,91.0 ,90.2 ,0.8 ,"121,817 ","121,722 ","120,591 ","1,131 ",95 
,,,,,,,,,,,,,,,,
0,T,T,"116,473 ","1,029 ",962 ,"116,540 ","3,781 ",17.8 ,147.2 ,133.1 ,14.1 ,"360,697 ","360,540 ","332,194 ","28,346 ",157 
,M,T,"90,931 ",913 ,735 ,"91,109 ","1,593 ",17.7 ,149.5 ,133.2 ,16.3 ,"386,993 ","386,841 ",,,152 
,F,T,"25,542 ",116 ,227 ,"25,431 ","2,188 ",17.9 ,138.9 ,132.8 ,6.1 ,"266,785 ","266,611 ",,,174 
,,N,"112,693 ","1,028 ",961 ,"112,759 ",-,17.8 ,148.6 ,134.1 ,14.5 ,"368,554 ","368,393 ","339,195 ","29,198 ",161 
,,P,"3,780 ",1 ,1 ,"3,781 ",-,16.8 ,103.5 ,102.0 ,1.5 ,"126,413 ","126,392 ","123,451 ","2,941 ",21 
,,,,,,,,,,,,,,,,
1,T,T,"5,723 ",27 ,26 ,"5,724 ",82 ,20.4 ,165.8 ,153.1 ,12.7 ,"470,215 ","470,215 ","430,642 ","39,573 ",0 
,M,T,"3,986 ",21 ,20 ,"3,987 ",2 ,20.5 ,168.0 ,154.3 ,13.7 ,"519,439 ","519,439 ",,,0 
,F,T,"1,737 ",6 ,6 ,"1,737 ",80 ,20.1 ,160.6 ,150.2 ,10.4 ,"357,244 ","357,244 ",,,0 
,,N,"5,641 ",27 ,26 ,"5,642 ",-,20.4 ,166.9 ,154.0 ,12.9 ,"475,273 ","475,273 ","435,131 ","40,142 ",0 
,,P,82 ,0 ,0 ,82 ,-,15.9 ,89.0 ,88.6 ,0.4 ,"122,183 ","122,183 ","121,781 ",402 ,0 
,,,,,,,,,,,,,,,,
3,T,T,"6,390 ",19 ,27 ,"6,382 ",196 ,17.8 ,144.3 ,129.6 ,14.7 ,"425,344 ","425,344 ","381,035 ","44,309 ",0 
,M,T,"4,957 ",14 ,16 ,"4,955 ",61 ,17.8 ,144.6 ,128.7 ,15.9 ,"462,984 ","462,984 ",,,0 
,F,T,"1,433 ",5 ,11 ,"1,427 ",135 ,17.9 ,143.3 ,132.8 ,10.5 ,"294,892 ","294,892 ",,,0 
,,N,"6,194 ",18 ,26 ,"6,186 ",-,17.8 ,144.6 ,129.7 ,14.9 ,"432,721 ","432,721 ","387,359 ","45,362 ",0 
,,P,196 ,1 ,1 ,196 ,-,17.1 ,131.9 ,125.4 ,6.5 ,"192,357 ","192,357 ","181,306 ","11,051 ",0 
,,,,,,,,,,,,,,,,
4,T,T,"12,113 ",46 ,53 ,"12,106 ",278 ,19.0 ,154.5 ,140.7 ,13.8 ,"446,552 ","446,552 ","404,482 ","42,070 ",0 
,M,T,"8,943 ",35 ,36 ,"8,942 ",63 ,19.0 ,155.0 ,140.1 ,14.9 ,"488,151 ","488,151 ",,,0 
,F,T,"3,170 ",11 ,17 ,"3,164 ",215 ,19.1 ,152.8 ,142.4 ,10.4 ,"329,090 ","329,090 ",,,0 
,,N,"11,835 ",45 ,52 ,"11,828 ",-,19.1 ,155.3 ,141.3 ,14.0 ,"453,011 ","453,011 ","410,138 ","42,873 ",0 
,,P,278 ,1 ,1 ,278 ,-,16.8 ,119.3 ,114.6 ,4.7 ,"171,658 ","171,658 ","163,748 ","7,910 ",0 
,,,,,,,,,,,,,,,,
5,T,T,"44,969 ",458 ,359 ,"45,068 ",398 ,18.9 ,157.3 ,141.9 ,15.4 ,"401,683 ","401,278 ","357,738 ","43,540 ",405 
,M,T,"35,388 ",448 ,269 ,"35,567 ",139 ,18.9 ,158.5 ,141.6 ,16.9 ,"425,765 ","425,376 ",,,389 
,F,T,"9,581 ",10 ,90 ,"9,501 ",259 ,19.1 ,153.2 ,143.1 ,10.1 ,"312,138 ","311,673 ",,,465 
,,N,"44,571 ",458 ,359 ,"44,670 ",-,18.9 ,157.5 ,142.0 ,15.5 ,"403,778 ","403,371 ","359,532 ","43,839 ",407 
,,P,398 ,0 ,0 ,398 ,-,19.3 ,136.0 ,128.8 ,7.2 ,"166,842 ","166,641 ","156,631 ","10,010 ",201 
,,,,,,,,,,,,,,,,
7,T,T,"59,391 ",525 ,550 ,"59,366 ","3,105 ",16.6 ,138.0 ,124.9 ,13.1 ,"312,114 ","312,114 ","298,086 ","14,028 ",0 
,M,T,"46,600 ",430 ,430 ,"46,600 ","1,391 ",16.6 ,141.5 ,125.4 ,16.1 ,"338,063 ","338,063 ",,,0 
,F,T,"12,791 ",95 ,120 ,"12,766 ","1,714 ",16.7 ,124.9 ,122.8 ,2.1 ,"217,481 ","217,481 ",,,0 
,,N,"56,287 ",525 ,550 ,"56,261 ",-,16.7 ,140.2 ,126.4 ,13.8 ,"322,868 ","322,868 ","308,154 ","14,714 ",0 
,,P,"3,104 ",0 ,0 ,"3,105 ",-,16.4 ,98.1 ,97.5 ,0.6 ,"117,179 ","117,179 ","115,590 ","1,589 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"107,971 ","1,502 ",999 ,"108,474 ","7,880 ",17.3 ,137.2 ,130.0 ,7.2 ,"316,446 ","295,304 ","284,259 ","11,045 ","21,142 "
,M,T,"87,772 ",952 ,751 ,"87,973 ","3,011 ",17.5 ,140.8 ,132.8 ,8.0 ,"337,363 ","313,624 ",,,"23,739 "
,F,T,"20,199 ",550 ,248 ,"20,501 ","4,869 ",16.5 ,121.7 ,117.9 ,3.8 ,"226,124 ","216,195 ",,,"9,929 "
,,N,"100,332 ","1,383 ",891 ,"100,594 ",-,17.5 ,141.2 ,133.5 ,7.7 ,"331,651 ","308,886 ","297,007 ","11,879 ","22,765 "
,,P,"7,639 ",119 ,108 ,"7,880 ",-,14.5 ,85.0 ,84.5 ,0.5 ,"119,578 ","119,446 ","119,197 ",249 ,132 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E266,,,金属加工機械製造業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,92頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"149,997 ","1,017 ","1,554 ","149,460 ","8,940 ",17.4 ,144.3 ,133.1 ,11.2 ,"377,900 ","347,093 ","318,833 ","28,260 ","30,807 "
,M,T,"122,764 ",876 ,639 ,"123,001 ","2,955 ",17.5 ,147.5 ,135.1 ,12.4 ,"405,332 ","372,798 ",,,"32,534 "
,F,T,"27,233 ",141 ,915 ,"26,459 ","5,985 ",16.8 ,129.4 ,123.6 ,5.8 ,"252,337 ","229,433 ",,,"22,904 "
,,N,"140,877 ",960 ,"1,314 ","140,520 ",-,17.5 ,147.5 ,135.7 ,11.8 ,"393,207 ","360,670 ","330,842 ","29,828 ","32,537 "
,,P,"9,120 ",57 ,240 ,"8,940 ",-,15.0 ,94.0 ,91.8 ,2.2 ,"139,404 ","135,545 ","131,715 ","3,830 ","3,859 "
,,,,,,,,,,,,,,,,
0,T,T,"105,326 ",576 ,"1,169 ","104,733 ","4,712 ",17.2 ,145.4 ,132.8 ,12.6 ,"397,511 ","366,246 ","331,532 ","34,714 ","31,265 "
,M,T,"86,633 ",435 ,472 ,"86,596 ","1,415 ",17.3 ,148.2 ,134.4 ,13.8 ,"424,678 ","392,380 ",,,"32,298 "
,F,T,"18,693 ",141 ,697 ,"18,137 ","3,297 ",16.8 ,132.6 ,125.4 ,7.2 ,"269,736 ","243,329 ",,,"26,407 "
,,N,"100,620 ",563 ,"1,159 ","100,021 ",-,17.3 ,147.4 ,134.4 ,13.0 ,"409,072 ","376,383 ","340,287 ","36,096 ","32,689 "
,,P,"4,706 ",13 ,10 ,"4,712 ",-,15.7 ,101.6 ,98.1 ,3.5 ,"151,206 ","150,285 ","145,011 ","5,274 ",921 
,,,,,,,,,,,,,,,,
1,T,T,"14,901 ",71 ,121 ,"14,851 ",511 ,17.3 ,151.1 ,136.3 ,14.8 ,"654,844 ","438,607 ","397,384 ","41,223 ","216,237 "
,M,T,"12,373 ",63 ,87 ,"12,349 ",244 ,17.5 ,154.4 ,138.1 ,16.3 ,"687,156 ","466,252 ",,,"220,904 "
,F,T,"2,528 ",8 ,34 ,"2,502 ",267 ,16.4 ,134.5 ,126.9 ,7.6 ,"496,032 ","302,734 ",,,"193,298 "
,,N,"14,394 ",69 ,119 ,"14,340 ",-,17.4 ,152.6 ,137.4 ,15.2 ,"671,560 ","447,954 ","405,559 ","42,395 ","223,606 "
,,P,507 ,2 ,2 ,511 ,-,15.0 ,109.5 ,104.6 ,4.9 ,"183,022 ","174,782 ","166,641 ","8,141 ","8,240 "
,,,,,,,,,,,,,,,,
3,T,T,"12,222 ",80 ,98 ,"12,204 ",664 ,17.5 ,155.3 ,137.0 ,18.3 ,"411,793 ","411,748 ","362,608 ","49,140 ",45 
,M,T,"10,482 ",62 ,85 ,"10,459 ",218 ,17.6 ,158.4 ,138.7 ,19.7 ,"434,895 ","434,856 ",,,39 
,F,T,"1,740 ",18 ,13 ,"1,745 ",446 ,16.9 ,136.8 ,126.8 ,10.0 ,"272,979 ","272,898 ",,,81 
,,N,"11,550 ",79 ,90 ,"11,540 ",-,17.5 ,157.4 ,138.5 ,18.9 ,"424,989 ","424,953 ","373,745 ","51,208 ",36 
,,P,672 ,1 ,8 ,664 ,-,15.9 ,118.3 ,109.9 ,8.4 ,"183,738 ","183,525 ","170,143 ","13,382 ",213 
,,,,,,,,,,,,,,,,
4,T,T,"27,123 ",151 ,219 ,"27,055 ","1,175 ",17.4 ,153.0 ,136.6 ,16.4 ,"545,266 ","426,498 ","381,706 ","44,792 ","118,768 "
,M,T,"22,855 ",125 ,172 ,"22,808 ",462 ,17.5 ,156.2 ,138.4 ,17.8 ,"571,470 ","451,854 ",,,"119,616 "
,F,T,"4,268 ",26 ,47 ,"4,247 ",713 ,16.6 ,135.5 ,126.9 ,8.6 ,"404,741 ","290,522 ",,,"114,219 "
,,N,"25,944 ",148 ,209 ,"25,880 ",-,17.5 ,154.7 ,137.9 ,16.8 ,"561,701 ","437,706 ","391,384 ","46,322 ","123,995 "
,,P,"1,179 ",3 ,10 ,"1,175 ",-,15.5 ,114.5 ,107.6 ,6.9 ,"183,428 ","179,744 ","168,628 ","11,116 ","3,684 "
,,,,,,,,,,,,,,,,
5,T,T,"44,616 ",125 ,241 ,"44,500 ","1,948 ",17.6 ,145.5 ,134.2 ,11.3 ,"370,394 ","370,394 ","334,797 ","35,597 ",0 
,M,T,"36,634 ",106 ,96 ,"36,644 ",627 ,17.7 ,148.5 ,136.2 ,12.3 ,"395,280 ","395,280 ",,,0 
,F,T,"7,982 ",19 ,145 ,"7,856 ","1,321 ",16.8 ,131.2 ,124.5 ,6.7 ,"255,253 ","255,253 ",,,0 
,,N,"42,678 ",115 ,241 ,"42,552 ",-,17.7 ,147.8 ,136.1 ,11.7 ,"380,352 ","380,352 ","343,309 ","37,043 ",0 
,,P,"1,938 ",10 ,0 ,"1,948 ",-,15.6 ,94.3 ,91.4 ,2.9 ,"151,985 ","151,985 ","148,115 ","3,870 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"33,587 ",300 ,709 ,"33,178 ","1,589 ",16.7 ,139.2 ,127.9 ,11.3 ,"313,809 ","311,818 ","286,461 ","25,357 ","1,991 "
,M,T,"27,144 ",204 ,204 ,"27,144 ",326 ,16.7 ,140.7 ,128.4 ,12.3 ,"340,888 ","338,440 ",,,"2,448 "
,F,T,"6,443 ",96 ,505 ,"6,034 ","1,263 ",16.8 ,132.3 ,125.5 ,6.8 ,"195,984 ","195,984 ",,,0 
,,N,"31,998 ",300 ,709 ,"31,589 ",-,16.7 ,141.1 ,129.3 ,11.8 ,"323,175 ","321,085 ","294,594 ","26,491 ","2,090 "
,,P,"1,589 ",0 ,0 ,"1,589 ",-,16.0 ,101.0 ,99.4 ,1.6 ,"126,385 ","126,385 ","123,722 ","2,663 ",0 
,,,,,,,,,,,,,,,,
9,T,T,"44,671 ",441 ,385 ,"44,727 ","4,228 ",17.6 ,141.6 ,133.7 ,7.9 ,"331,821 ","302,090 ","288,994 ","13,096 ","29,731 "
,M,T,"36,131 ",441 ,167 ,"36,405 ","1,540 ",17.8 ,146.1 ,137.0 ,9.1 ,"359,132 ","326,035 ",,,"33,097 "
,F,T,"8,540 ",0 ,218 ,"8,322 ","2,688 ",16.8 ,122.4 ,119.5 ,2.9 ,"214,336 ","199,083 ",,,"15,253 "
,,N,"40,257 ",397 ,155 ,"40,499 ",-,18.0 ,147.6 ,138.9 ,8.7 ,"353,788 ","321,631 ","307,375 ","14,256 ","32,157 "
,,P,"4,414 ",44 ,230 ,"4,228 ",-,14.2 ,85.7 ,84.8 ,0.9 ,"126,543 ","119,482 ","117,227 ","2,255 ","7,061 "
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E281,,,電子デバイス製造業,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,93頁
,,,,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"102,737 ",419 ,791 ,"102,365 ","1,929 ",17.6 ,152.3 ,136.9 ,15.4 ,"419,462 ","413,157 ","374,486 ","38,671 ","6,305 "
,M,T,"82,695 ",355 ,662 ,"82,388 ",368 ,17.6 ,154.7 ,137.6 ,17.1 ,"448,063 ","442,727 ",,,"5,336 "
,F,T,"20,042 ",64 ,129 ,"19,977 ","1,561 ",17.5 ,142.5 ,134.1 ,8.4 ,"301,485 ","291,179 ",,,"10,306 "
,,N,"100,862 ",395 ,786 ,"100,436 ",-,17.6 ,153.3 ,137.6 ,15.7 ,"424,642 ","418,308 ","378,941 ","39,367 ","6,334 "
,,P,"1,875 ",24 ,5 ,"1,929 ",-,14.8 ,99.7 ,97.3 ,2.4 ,"145,407 ","140,605 ","138,805 ","1,800 ","4,802 "
,,,,,,,,,,,,,,,,
0,T,T,"101,064 ",410 ,738 ,"100,736 ","1,825 ",17.6 ,152.6 ,137.0 ,15.6 ,"421,904 ","415,495 ","376,307 ","39,188 ","6,409 "
,M,T,"82,003 ",355 ,637 ,"81,721 ",357 ,17.6 ,154.8 ,137.6 ,17.2 ,"449,180 ","443,800 ",,,"5,380 "
,F,T,"19,061 ",55 ,101 ,"19,015 ","1,468 ",17.4 ,142.8 ,134.2 ,8.6 ,"304,616 ","293,784 ",,,"10,832 "
,,N,"99,297 ",386 ,736 ,"98,911 ",-,17.6 ,153.5 ,137.7 ,15.8 ,"426,872 ","420,440 ","380,573 ","39,867 ","6,432 "
,,P,"1,767 ",24 ,2 ,"1,825 ",-,14.7 ,100.3 ,98.0 ,2.3 ,"147,671 ","142,585 ","140,887 ","1,698 ","5,086 "
,,,,,,,,,,,,,,,,
1,T,T,"41,601 ",164 ,452 ,"41,313 ",93 ,17.2 ,155.8 ,135.8 ,20.0 ,"481,057 ","475,274 ","425,840 ","49,434 ","5,783 "
,M,T,"36,238 ",141 ,410 ,"35,969 ",55 ,17.2 ,157.4 ,136.3 ,21.1 ,"495,892 ","489,863 ",,,"6,029 "
,F,T,"5,363 ",23 ,42 ,"5,344 ",38 ,16.9 ,144.5 ,132.0 ,12.5 ,"381,015 ","376,887 ",,,"4,128 "
,,N,"41,510 ",162 ,452 ,"41,220 ",-,17.2 ,155.8 ,135.8 ,20.0 ,"481,730 ","475,938 ","426,402 ","49,536 ","5,792 "
,,P,91 ,2 ,0 ,93 ,-,15.2 ,108.8 ,107.4 ,1.4 ,"178,685 ","176,815 ","172,978 ","3,837 ","1,870 "
,,,,,,,,,,,,,,,,
3,T,T,"21,624 ",105 ,134 ,"21,595 ",45 ,16.8 ,151.8 ,135.5 ,16.3 ,"412,672 ","411,745 ","371,046 ","40,699 ",927 
,M,T,"18,064 ",90 ,109 ,"18,045 ",21 ,16.9 ,152.7 ,136.0 ,16.7 ,"430,917 ","429,983 ",,,934 
,F,T,"3,560 ",15 ,25 ,"3,550 ",24 ,16.7 ,147.3 ,133.1 ,14.2 ,"320,013 ","319,122 ",,,891 
,,N,"21,579 ",104 ,132 ,"21,550 ",-,16.8 ,152.0 ,135.7 ,16.3 ,"413,178 ","412,254 ","371,501 ","40,753 ",924 
,,P,45 ,1 ,2 ,45 ,-,12.9 ,86.2 ,82.7 ,3.5 ,"170,378 ","167,711 ","153,067 ","14,644 ","2,667 "
,,,,,,,,,,,,,,,,
4,T,T,"63,225 ",269 ,586 ,"62,908 ",138 ,17.1 ,154.4 ,135.7 ,18.7 ,"457,625 ","453,506 ","407,065 ","46,441 ","4,119 "
,M,T,"54,302 ",231 ,519 ,"54,014 ",76 ,17.1 ,155.8 ,136.2 ,19.6 ,"474,231 ","469,901 ",,,"4,330 "
,F,T,"8,923 ",38 ,67 ,"8,894 ",62 ,16.9 ,145.6 ,132.4 ,13.2 ,"356,671 ","353,835 ",,,"2,836 "
,,N,"63,089 ",266 ,584 ,"62,770 ",-,17.1 ,154.5 ,135.8 ,18.7 ,"458,239 ","454,115 ","407,589 ","46,526 ","4,124 "
,,P,136 ,3 ,2 ,138 ,-,14.5 ,101.4 ,99.3 ,2.1 ,"175,956 ","173,825 ","166,438 ","7,387 ","2,131 "
,,,,,,,,,,,,,,,,
5,T,T,"31,684 ",120 ,111 ,"31,693 ",206 ,18.5 ,150.3 ,139.3 ,11.0 ,"365,949 ","362,878 ","332,195 ","30,683 ","3,071 "
,M,T,"23,952 ",103 ,77 ,"23,978 ",137 ,18.6 ,152.2 ,139.3 ,12.9 ,"400,249 ","396,446 ",,,"3,803 "
,F,T,"7,732 ",17 ,34 ,"7,715 ",69 ,18.2 ,144.1 ,139.1 ,5.0 ,"259,516 ","258,718 ",,,798 
,,N,"31,513 ",120 ,111 ,"31,487 ",-,18.5 ,150.4 ,139.4 ,11.0 ,"366,955 ","363,866 ","333,055 ","30,811 ","3,089 "
,,P,171 ,0 ,0 ,206 ,-,16.6 ,115.5 ,109.4 ,6.1 ,"197,782 ","197,782 ","188,503 ","9,279 ",0 
,,,,,,,,,,,,,,,,
7,T,T,"6,155 ",21 ,41 ,"6,135 ","1,481 ",17.9 ,146.0 ,138.6 ,7.4 ,"343,831 ","296,717 ","288,112 ","8,605 ","47,114 "
,M,T,"3,749 ",21 ,41 ,"3,729 ",144 ,18.4 ,157.1 ,147.1 ,10.0 ,"399,933 ","369,246 ",,,"30,687 "
,F,T,"2,406 ",0 ,0 ,"2,406 ","1,337 ",17.1 ,128.7 ,125.3 ,3.4 ,"256,647 ","184,004 ",,,"72,643 "
,,N,"4,695 ",0 ,41 ,"4,654 ",-,19.0 ,161.0 ,151.8 ,9.2 ,"408,389 ","348,345 ","337,094 ","11,251 ","60,044 "
,,P,"1,460 ",21 ,0 ,"1,481 ",-,14.4 ,98.4 ,96.5 ,1.9 ,"138,611 ","132,598 ","132,402 ",196 ,"6,013 "
,,,,,,,,,,,,,,,,
9,T,T,"1,673 ",9 ,53 ,"1,629 ",104 ,18.2 ,136.8 ,131.0 ,5.8 ,"270,312 ","270,312 ","263,259 ","7,053 ",0 
,M,T,692 ,0 ,25 ,667 ,11 ,17.2 ,138.5 ,131.3 ,7.2 ,"313,455 ","313,455 ",,,0 
,F,T,981 ,9 ,28 ,962 ,93 ,18.8 ,135.6 ,130.8 ,4.8 ,"240,136 ","240,136 ",,,0 
,,N,"1,565 ",9 ,50 ,"1,525 ",-,18.3 ,140.1 ,134.2 ,5.9 ,"281,512 ","281,512 ","274,218 ","7,294 ",0 
,,P,108 ,0 ,3 ,104 ,-,16.4 ,88.0 ,84.5 ,3.5 ,"107,066 ","107,066 ","103,538 ","3,528 ",0 
,,,,,,,,,,,,,,,,
産   業,,,,,,,毎月勤労統計調査全国調査結果原表,,,,,,,,,
E291,,,発電用・送電用・配電用電気機械,,令和 8年,1月分,,,,,,,（ 確 報 ）,確  原  表　―,,94頁
,,,器具製造業,,,,,,,,,,,,,
"規

模",,"形

態",常　　　用　　　労　　　働　　　者　　　数　　　　,,,,,"出　勤
日　数",実　労　働　時　間　数,,,現　　　　金　　　　給　　　　与　　　　額,,,,
,性,,前調査期間末,本月中の増加,本月中の減少,本調査期間末,,,総    数,所定内,所定外,総　　　　額,"きまって支
給する給与",所定内給与,超過労働給与,"特別に支払
われた給与"
,,,,,,,パートタイム労働者数,,,,,,,,,
,,,人,人,人,人,人,日,時間,時間,時間,円,円,円,円,円
T,T,T,"172,192 ","1,038 ","1,203 ","172,027 ","16,745 ",17.4 ,146.3 ,133.6 ,12.7 ,"350,012 ","345,595 ","317,889 ","27,706 ","4,417 "
,M,T,"120,554 ",819 ,904 ,"120,469 ","3,152 ",17.6 ,152.9 ,137.8 ,15.1 ,"402,585 ","396,782 ",,,"5,803 "
,F,T,"51,638 ",219 ,299 ,"51,558 ","13,593 ",16.8 ,130.7 ,123.7 ,7.0 ,"227,223 ","226,045 ",,,"1,178 "
,,N,"155,440 ",960 ,"1,007 ","155,282 ",-,17.6 ,151.2 ,137.4 ,13.8 ,"374,215 ","369,357 ","338,951 ","30,406 ","4,858 "
,,P,"16,752 ",78 ,196 ,"16,745 ",-,15.4 ,99.8 ,98.0 ,1.8 ,"125,502 ","125,181 ","122,524 ","2,657 ",321 
,,,,,,,,,,,,,,,,
0,T,T,"141,563 ",548 ,853 ,"141,258 ","11,996 ",17.4 ,148.5 ,134.9 ,13.6 ,"368,373 ","363,399 ","332,955 ","30,444 ","4,974 "
,M,T,"101,133 ",419 ,626 ,"100,926 ","2,417 ",17.7 ,153.7 ,138.0 ,15.7 ,"417,835 ","411,399 ",,,"6,436 "
,F,T,"40,430 ",129 ,227 ,"40,332 ","9,579 ",16.9 ,135.3 ,127.0 ,8.3 ,"244,629 ","243,310 ",,,"1,319 "
,,N,"129,539 ",514 ,727 ,"129,262 ",-,17.6 ,152.1 ,137.5 ,14.6 ,"389,852 ","384,449 ","351,510 ","32,939 ","5,403 "
,,P,"12,024 ",34 ,126 ,"11,996 ",-,15.9 ,108.9 ,106.5 ,2.4 ,"136,959 ","136,602 ","133,035 ","3,567 ",357 
,,,,,,,,,,,,,,,,
1,T,T,"27,979 ",119 ,206 ,"27,892 ",215 ,17.5 ,150.0 ,134.4 ,15.6 ,"506,241 ","503,531 ","460,429 ","43,102 ","2,710 "
,M,T,"23,020 ",97 ,161 ,"22,956 ",114 ,17.7 ,152.9 ,136.1 ,16.8 ,"535,585 ","532,746 ",,,"2,839 "
,F,T,"4,959 ",22 ,45 ,"4,936 ",101 ,16.6 ,136.8 ,126.5 ,10.3 ,"369,898 ","367,785 ",,,"2,113 "
,,N,"27,760 ",118 ,201 ,"27,677 ",-,17.5 ,150.4 ,134.6 ,15.8 ,"508,735 ","506,012 ","462,613 ","43,399 ","2,723 "
,,P,219 ,1 ,5 ,215 ,-,13.3 ,103.8 ,103.0 ,0.8 ,"187,737 ","186,645 ","181,498 ","5,147 ","1,092 "
,,,,,,,,,,,,,,,,
3,T,T,"20,420 ",91 ,80 ,"20,431 ",704 ,17.6 ,152.8 ,135.9 ,16.9 ,"409,701 ","408,808 ","365,702 ","43,106 ",893 
,M,T,"16,934 ",74 ,64 ,"16,944 ",301 ,17.7 ,155.5 ,137.3 ,18.2 ,"433,458 ","432,554 ",,,904 
,F,T,"3,486 ",17 ,16 ,"3,487 ",403 ,16.9 ,139.6 ,129.4 ,10.2 ,"294,278 ","293,438 ",,,840 
,,N,"19,723 ",83 ,79 ,"19,727 ",-,17.6 ,153.6 ,136.3 ,17.3 ,"417,249 ","416,365 ","371,968 ","44,397 ",884 
,,P,697 ,8 ,1 ,704 ,-,16.7 ,130.7 ,125.1 ,5.6 ,"197,162 ","195,990 ","189,238 ","6,752 ","1,172 "
,,,,,,,,,,,,,,,,
4,T,T,"48,399 ",210 ,286 ,"48,323 ",919 ,17.5 ,151.2 ,135.0 ,16.2 ,"465,467 ","463,524 ","420,421 ","43,103 ","1,943 "
,M,T,"39,954 ",171 ,225 ,"39,900 ",415 ,17.7 ,154.0 ,136.6 ,17.4 ,"492,258 ","490,240 ",,,"2,018 "
,F,T,"8,445 ",39 ,61 ,"8,423 ",504 ,16.7 ,138.0 ,127.7 ,10.3 ,"338,638 ","337,051 ",,,"1,587 "
,,N,"47,483 ",201 ,280 ,"47,404 ",-,17.6 ,151.7 ,135.3 ,16.4 ,"470,699 ","468,741 ","424,927 ","43,814 ","1,958 "
,,P,916 ,9 ,6 ,919 ,-,15.9 ,124.3 ,119.9 ,4.4 ,"194,933 ","193,780 ","187,407 ","6,373 ","1,153 "
,,,,,,,,,,,,,,,,
5,T,T,"52,326 ",176 ,341 ,"52,161 ","4,062 ",17.6 ,150.8 ,137.1 ,13.7 ,"347,130 ","346,828 ","317,991 ","28,837 ",302 
